code,date,value,totalvalue
110022,20150211,11190,11190
110022,20150212,11190,11190
110022,20150213,11259,11259
110022,20150216,11390,11390
110022,20150217,11550,11550
110022,20150225,11490,11490
110022,20150226,11540,11540
110022,20150227,11550,11550
110022,20150302,11650,11650
110022,20150303,11450,11450
110022,20150304,11600,11600
110022,20150305,11459,11459
110022,20150306,11439,11439
110022,20150309,11650,11650
110022,20150310,11720,11720
110022,20150311,11800,11800
110022,20150312,11840,11840
110022,20150313,11930,11930
110022,20150316,12210,12210
110022,20150317,12310,12310
110022,20150318,12450,12450
110022,20150319,12440,12440
110022,20150320,12470,12470
110022,20150323,12740,12740
110022,20150324,12870,12870
110022,20150325,12860,12860
110022,20150326,12830,12830
110022,20150327,12870,12870
110022,20150330,13050,13050
110022,20150331,12970,12970
110022,20150401,13210,13210
110022,20150402,13290,13290
110022,20150403,13330,13330
110022,20150407,13550,13550
110022,20150408,13560,13560
110022,20150409,13370,13370
110022,20150410,13640,13640
110022,20150413,13740,13740
110022,20150414,13710,13710
110022,20150415,13390,13390
110022,20150416,13950,13950
110022,20150417,14120,14120
110022,20150420,13899,13899
110022,20150421,14610,14610
110022,20150422,14790,14790
110022,20150423,14740,14740
110022,20150424,14710,14710
110022,20150427,14810,14810
110022,20150428,14580,14580
110022,20150429,14750,14750
110022,20150430,14700,14700
110022,20150504,14720,14720
110022,20150505,14100,14100
110022,20150506,13970,13970
110022,20150507,13930,13930
110022,20150508,14210,14210
110022,20150511,14530,14530
110022,20150512,14570,14570
110022,20150513,14660,14660
110022,20150514,14510,14510
110022,20150515,14320,14320
110022,20150518,14150,14150
110022,20150519,14520,14520
110022,20150520,14840,14840
110022,20150521,15330,15330
110022,20150522,15620,15620
110022,20150525,16090,16090
110022,20150526,16339,16339
110022,20150527,16140,16140
110022,20150528,15280,15280
110022,20150529,15230,15230
110022,20150601,15850,15850
110022,20150602,16150,16150
110022,20150603,16259,16259
110022,20150604,16090,16090
110022,20150605,16130,16130
110022,20150608,16319,16319
110022,20150609,16299,16299
110022,20150610,16530,16530
110022,20150611,16500,16500
110022,20150612,16880,16880
110022,20150615,16710,16710
110022,20150616,16120,16120
110022,20150617,16279,16279
110022,20150618,15730,15730
110022,20150619,14870,14870
110022,20150623,15590,15590
110022,20150624,16060,16060
110022,20150625,15500,15500
110022,20150626,14500,14500
110022,20150629,14280,14280
110022,20150630,15129,15129
110022,20150701,14480,14480
110022,20150702,13819,13819
110022,20150703,13110,13110
110022,20150706,13250,13250
110022,20150707,12640,12640
110022,20150708,11790,11790
110022,20150709,12750,12750
110022,20150710,13730,13730
110022,20150713,14280,14280
110022,20150714,13930,13930
110022,20150715,13310,13310
110022,20150716,13480,13480
110022,20150717,13959,13959
110022,20150720,13899,13899
110022,20150721,13930,13930
110022,20150722,13870,13870
110022,20150723,14110,14110
110022,20150724,13930,13930
110022,20150727,12840,12840
110022,20150728,12900,12900
110022,20150729,13170,13170
110022,20150730,12900,12900
110022,20150731,12920,12920
110022,20150803,13010,13010
110022,20150804,13340,13340
110022,20150805,13120,13120
110022,20150806,13060,13060
110022,20150807,13240,13240
110022,20150810,13670,13670
110022,20150811,13710,13710
110022,20150812,13450,13450
110022,20150813,13570,13570
110022,20150814,13550,13550
110022,20150817,13610,13610
110022,20150818,12780,12780
110022,20150819,12990,12990
110022,20150820,12580,12580
110022,20150821,11990,11990
110022,20150824,11050,11050
110022,20150825,10680,10680
110022,20150826,10980,10980
110022,20150827,11520,11520
110022,20150828,11840,11840
110022,20150831,11690,11690
110022,20150901,11430,11430
110022,20150902,11510,11510
110022,20150907,11200,11200
110022,20150908,11470,11470
110022,20150909,11700,11700
110022,20150910,11590,11590
110022,20150911,11590,11590
110022,20150914,11259,11259
110022,20150915,10920,10920
110022,20150916,11510,11510
110022,20150917,11210,11210
110022,20150918,11270,11270
110022,20150921,11510,11510
110022,20150922,11550,11550
110022,20150923,11310,11310
110022,20150924,11390,11390
110022,20150925,11160,11160
110022,20150928,11250,11250
110022,20150929,11140,11140
110022,20150930,11279,11279
110022,20151008,11650,11650
110022,20151009,11710,11710
110022,20151012,12040,12040
110022,20151013,12080,12080
110022,20151014,11910,11910
110022,20151015,12130,12130
110022,20151016,12220,12220
110022,20151019,12310,12310
110022,20151020,12350,12350
110022,20151021,11800,11800
110022,20151022,12070,12070
110022,20151023,12340,12340
110022,20151026,12490,12490
110022,20151027,12490,12490
110022,20151028,12270,12270
110022,20151029,12420,12420
110022,20151030,12420,12420
110022,20151102,12310,12310
110022,20151103,12280,12280
110022,20151104,12760,12760
110022,20151105,12820,12820
110022,20151106,12970,12970
110022,20151109,13070,13070
110022,20151110,13030,13030
110022,20151111,13010,13010
110022,20151112,13010,13010
110022,20151113,12790,12790
110022,20151116,12810,12810
110022,20151117,12830,12830
110022,20151118,12720,12720
110022,20151119,12870,12870
110022,20151120,12820,12820
110022,20151123,12700,12700
110022,20151124,12750,12750
110022,20151125,12890,12890
110022,20151126,12860,12860
110022,20151127,12290,12290
110022,20151130,12350,12350
110022,20151201,12480,12480
110022,20151202,12800,12800
110022,20151203,12830,12830
110022,20151204,12750,12750
110022,20151207,12830,12830
110022,20151208,12509,12509
110022,20151209,12580,12580
110022,20151210,12540,12540
110022,20151211,12540,12540
110022,20151214,12740,12740
110022,20151215,12790,12790
110022,20151216,12730,12730
110022,20151217,12950,12950
110022,20151218,13050,13050
110022,20151221,13500,13500
110022,20151222,13600,13600
110022,20151223,13570,13570
110022,20151224,13440,13440
110022,20151225,13440,13440
110022,20151228,13150,13150
110022,20151229,13320,13320
110022,20151230,13300,13300
110022,20151231,13180,13180
110022,20160104,12330,12330
110022,20160105,12410,12410
110022,20160106,12560,12560
110022,20160107,11780,11780
110022,20160108,11970,11970
110022,20160111,11379,11379
110022,20160112,11459,11459
110022,20160113,11290,11290
110022,20160114,11550,11550
110022,20160115,11250,11250
110022,20160118,11319,11319
110022,20160119,11670,11670
110022,20160120,11439,11439
110022,20160121,11100,11100
110022,20160122,11210,11210
110022,20160125,11299,11299
110022,20160126,10810,10810
110022,20160127,10720,10720
110022,20160128,10490,10490
110022,20160129,10780,10780
110022,20160201,10790,10790
110022,20160202,11030,11030
110022,20160203,11030,11030
110022,20160204,11140,11140
110022,20160205,11060,11060
110022,20160215,10960,10960
110022,20160216,11230,11230
110022,20160217,11279,11279
110022,20160218,11220,11220
110022,20160219,11210,11210
110022,20160222,11439,11439
110022,20160223,11430,11430
110022,20160224,11430,11430
110022,20160225,10760,10760
110022,20160226,10840,10840
110022,20160229,10470,10470
110022,20160301,10680,10680
110022,20160302,11130,11130
110022,20160303,11170,11170
110022,20160304,11150,11150
110022,20160307,11240,11240
110022,20160308,11230,11230
110022,20160309,11110,11110
110022,20160310,11070,11070
110022,20160311,11050,11050
110022,20160314,11190,11190
110022,20160315,11190,11190
110022,20160316,11080,11080
110022,20160317,11299,11299
110022,20160318,11500,11500
110022,20160321,11660,11660
110022,20160322,11660,11660
110022,20160323,11670,11670
110022,20160324,11650,11650
110022,20160325,11720,11720
110022,20160328,11810,11810
110022,20160329,11640,11640
110022,20160330,11880,11880
110022,20160331,11940,11940
110022,20160401,11870,11870
110022,20160405,12050,12050
110022,20160406,12190,12190
110022,20160407,12010,12010
110022,20160408,11940,11940
110022,20160411,12090,12090
110022,20160412,12050,12050
110022,20160413,12100,12100
110022,20160414,12200,12200
110022,20160415,12150,12150
110022,20160418,12060,12060
110022,20160419,12110,12110
110022,20160420,11760,11760
110022,20160421,11730,11730
110022,20160422,11940,11940
110022,20160425,11900,11900
110022,20160426,12010,12010
110022,20160427,12060,12060
110022,20160428,12040,12040
110022,20160429,12130,12130
110022,20160503,12589,12589
110022,20160504,12500,12500
110022,20160505,12520,12520
110022,20160506,12120,12120
110022,20160509,12020,12020
110022,20160510,12180,12180
110022,20160511,12350,12350
110022,20160512,12330,12330
110022,20160513,12210,12210
110022,20160516,12380,12380
110022,20160517,12250,12250
110022,20160518,12000,12000
110022,20160519,11990,11990
110022,20160520,12100,12100
110022,20160523,12240,12240
110022,20160524,12090,12090
110022,20160525,12000,12000
110022,20160526,12080,12080
110022,20160527,12070,12070
110022,20160530,12030,12030
110022,20160531,12430,12430
110022,20160601,12460,12460
110022,20160602,12520,12520
110022,20160603,12790,12790
110022,20160606,12840,12840
110022,20160607,12880,12880
110022,20160608,12740,12740
110022,20160613,12390,12390
110022,20160614,12620,12620
110022,20160615,12910,12910
110022,20160616,12840,12840
110022,20160617,13060,13060
110022,20160620,13010,13010
110022,20160621,12870,12870
110022,20160622,12980,12980
110022,20160623,12900,12900
110022,20160624,12790,12790
110022,20160627,13120,13120
110022,20160628,13110,13110
110022,20160629,13110,13110
110022,20160630,13160,13160
110022,20160701,13160,13160
110022,20160704,13340,13340
110022,20160705,13410,13410
110022,20160706,13720,13720
110022,20160707,13640,13640
110022,20160708,13620,13620
110022,20160711,13819,13819
110022,20160712,14260,14260
110022,20160713,14120,14120
110022,20160714,14090,14090
110022,20160715,14220,14220
110022,20160718,14180,14180
110022,20160719,13939,13939
110022,20160720,13910,13910
110022,20160721,14000,14000
110022,20160722,13740,13740
110022,20160725,13750,13750
110022,20160726,14140,14140
110022,20160727,13870,13870
110022,20160728,14100,14100
110022,20160729,14080,14080
110022,20160801,13819,13819
110022,20160802,13810,13810
110022,20160803,13850,13850
110022,20160804,13839,13839
110022,20160805,13770,13770
110022,20160808,13879,13879
110022,20160809,14060,14060
110022,20160810,13970,13970
110022,20160811,13959,13959
110022,20160812,14030,14030
110022,20160815,14320,14320
110022,20160816,14320,14320
110022,20160817,14370,14370
110022,20160818,14240,14240
110022,20160819,14170,14170
110022,20160822,14130,14130
110022,20160823,14120,14120
110022,20160824,14030,14030
110022,20160825,13919,13919
110022,20160826,13890,13890
110022,20160829,13810,13810
110022,20160830,13819,13819
110022,20160831,13859,13859
110022,20160901,13790,13790
110022,20160902,13710,13710
110022,20160905,13759,13759
110022,20160906,13879,13879
110022,20160907,13799,13799
110022,20160908,13770,13770
110022,20160909,13670,13670
110022,20160912,13370,13370
110022,20160913,13420,13420
110022,20160914,13280,13280
110022,20160919,13440,13440
110022,20160920,13420,13420
110022,20160921,13430,13430
110022,20160922,13540,13540
110022,20160923,13510,13510
110022,20160926,13320,13320
110022,20160927,13410,13410
110022,20160928,13420,13420
110022,20160929,13480,13480
110022,20160930,13650,13650
110022,20161010,13770,13770
110022,20161011,13770,13770
110022,20161012,13750,13750
110022,20161013,13690,13690
110022,20161014,13680,13680
110022,20161017,13590,13590
110022,20161018,13750,13750
110022,20161019,13700,13700
110022,20161020,13700,13700
110022,20161021,13690,13690
110022,20161024,13759,13759
110022,20161025,13970,13970
110022,20161026,14040,14040
110022,20161027,14010,14010
110022,20161028,13990,13990
110022,20161031,14040,14040
110022,20161101,14150,14150
110022,20161102,14030,14030
110022,20161103,14050,14050
110022,20161104,13939,13939
110022,20161107,13919,13919
110022,20161108,14060,14060
110022,20161109,13970,13970
110022,20161110,14100,14100
110022,20161111,14040,14040
110022,20161114,13939,13939
110022,20161115,14040,14040
110022,20161116,14000,14000
110022,20161117,14040,14040
110022,20161118,14000,14000
110022,20161121,14020,14020
110022,20161122,14070,14070
110022,20161123,14270,14270
110022,20161124,14460,14460
110022,20161125,14550,14550
110022,20161128,14660,14660
110022,20161129,14960,14960
110022,20161130,14750,14750
110022,20161201,14950,14950
110022,20161202,14690,14690
110022,20161205,14380,14380
110022,20161206,14520,14520
110022,20161207,14550,14550
110022,20161208,14690,14690
110022,20161209,14750,14750
110022,20161212,14350,14350
110022,20161213,14460,14460
110022,20161214,14300,14300
110022,20161215,14090,14090
110022,20161216,14200,14200
110022,20161219,14180,14180
110022,20161220,14110,14110
110022,20161221,14170,14170
110022,20161222,14180,14180
110022,20161223,14000,14000
110022,20161226,14040,14040
110022,20161227,14070,14070
110022,20161228,14010,14010
110022,20161229,14010,14010
110022,20161230,14130,14130
110022,20161231,14130,14130
110022,20170103,14260,14260
110022,20170104,14550,14550
110022,20170105,14500,14500
110022,20170106,14460,14460
110022,20170109,14490,14490
110022,20170110,14530,14530
110022,20170111,14370,14370
110022,20170112,14250,14250
110022,20170113,14220,14220
110022,20170116,14210,14210
110022,20170117,14350,14350
110022,20170118,14490,14490
110022,20170119,14500,14500
110022,20170120,14610,14610
110022,20170123,14590,14590
110022,20170124,14600,14600
110022,20170125,14640,14640
110022,20170126,14660,14660
110022,20170203,14560,14560
110022,20170206,14600,14600
110022,20170207,14570,14570
110022,20170208,14620,14620
110022,20170209,14700,14700
110022,20170210,14730,14730
110022,20170213,14990,14990
110022,20170214,14960,14960
110022,20170215,14910,14910
110022,20170216,15020,15020
110022,20170217,15100,15100
110022,20170220,15550,15550
110022,20170221,15530,15530
110022,20170222,15670,15670
110022,20170223,15620,15620
110022,20170224,15550,15550
110022,20170227,15330,15330
110022,20170228,15380,15380
110022,20170301,15430,15430
110022,20170302,15370,15370
110022,20170303,15420,15420
110022,20170306,15640,15640
110022,20170307,15800,15800
110022,20170308,15760,15760
110022,20170309,15690,15690
110022,20170310,15870,15870
110022,20170313,15970,15970
110022,20170314,15950,15950
110022,20170315,16080,16080
110022,20170316,16000,16000
110022,20170317,15910,15910
110022,20170320,15960,15960
110022,20170321,16350,16350
110022,20170322,16510,16510
110022,20170323,16490,16490
110022,20170324,16500,16500
110022,20170327,16259,16259
110022,20170328,16250,16250
110022,20170329,16310,16310
110022,20170330,16210,16210
110022,20170331,16370,16370
110022,20170405,16370,16370
110022,20170406,16410,16410
110022,20170407,16379,16379
110022,20170410,16160,16160
110022,20170411,16050,16050
110022,20170412,16140,16140
110022,20170413,16310,16310
110022,20170414,16170,16170
110022,20170417,16330,16330
110022,20170418,16650,16650
110022,20170419,16730,16730
110022,20170420,17030,17030
110022,20170421,16910,16910
110022,20170424,16760,16760
110022,20170425,17140,17140
110022,20170426,17020,17020
110022,20170427,17050,17050
110022,20170428,16810,16810
110022,20170502,16850,16850
110022,20170503,16930,16930
110022,20170504,16870,16870
110022,20170505,16890,16890
110022,20170508,16610,16610
110022,20170509,16580,16580
110022,20170510,16610,16610
110022,20170511,16880,16880
110022,20170512,16970,16970
110022,20170515,17040,17040
110022,20170516,17360,17360
110022,20170517,17130,17130
110022,20170518,17090,17090
110022,20170519,17250,17250
110022,20170522,17310,17310
110022,20170523,17530,17530
110022,20170524,17460,17460
110022,20170525,17410,17410
110022,20170526,17480,17480
110022,20170531,17500,17500
110022,20170601,17580,17580
110022,20170602,17510,17510
110022,20170605,17390,17390
110022,20170606,17730,17730
110022,20170607,18010,18010
110022,20170608,18350,18350
110022,20170609,18400,18400
110022,20170612,18650,18650
110022,20170613,18690,18690
110022,20170614,18450,18450
110022,20170615,18340,18340
110022,20170616,18200,18200
110022,20170619,18410,18410
110022,20170620,18370,18370
110022,20170621,18790,18790
110022,20170622,18720,18720
110022,20170623,18980,18980
110022,20170626,19270,19270
110022,20170627,19280,19280
110022,20170628,18930,18930
110022,20170629,18940,18940
110022,20170630,19040,19040
110022,20170703,18740,18740
110022,20170704,18520,18520
110022,20170705,18800,18800
110022,20170706,18810,18810
110022,20170707,18580,18580
110022,20170710,18610,18610
110022,20170711,18950,18950
110022,20170712,18700,18700
110022,20170713,18650,18650
110022,20170714,18770,18770
110022,20170717,18580,18580
110022,20170718,18550,18550
110022,20170719,18670,18670
110022,20170720,18950,18950
110022,20170721,18940,18940
110022,20170724,19210,19210
110022,20170725,19160,19160
110022,20170726,18790,18790
110022,20170727,18720,18720
110022,20170728,19040,19040
110022,20170731,19000,19000
110022,20170801,19050,19050
110022,20170802,18950,18950
110022,20170803,18650,18650
110022,20170804,18510,18510
110022,20170807,18900,18900
110022,20170808,18910,18910
110022,20170809,19310,19310
110022,20170810,19290,19290
110022,20170811,19010,19010
110022,20170814,19290,19290
110022,20170815,19240,19240
110022,20170816,19110,19110
110022,20170817,19030,19030
110022,20170818,19030,19030
110022,20170821,19110,19110
110022,20170822,19090,19090
110022,20170823,19170,19170
110022,20170824,19150,19150
110022,20170825,19250,19250
110022,20170828,19410,19410
110022,20170829,19260,19260
110022,20170830,19440,19440
110022,20170831,19390,19390
110022,20170901,19370,19370
110022,20170904,19210,19210
110022,20170905,19250,19250
110022,20170906,19140,19140
110022,20170907,19020,19020
110022,20170908,18890,18890
110022,20170911,18950,18950
110022,20170912,19020,19020
110022,20170913,19300,19300
110022,20170914,19280,19280
110022,20170915,19440,19440
110022,20170918,19660,19660
110022,20170919,19500,19500
110022,20170920,19650,19650
110022,20170921,19620,19620
110022,20170922,19780,19780
110022,20170925,19930,19930
110022,20170926,19810,19810
110022,20170927,19800,19800
110022,20170928,19910,19910
110022,20170929,20040,20040
110022,20171009,20419,20419
110022,20171010,20540,20540
110022,20171011,20920,20920
110022,20171012,20940,20940
110022,20171013,20940,20940
110022,20171016,20790,20790
110022,20171017,20880,20880
110022,20171018,21170,21170
110022,20171019,21380,21380
110022,20171020,21150,21150
110022,20171023,21250,21250
110022,20171024,21370,21370
110022,20171025,21570,21570
110022,20171026,21720,21720
110022,20171027,22120,22120
110022,20171030,22050,22050
110022,20171031,21890,21890
110022,20171101,21780,21780
110022,20171102,21940,21940
110022,20171103,21970,21970
110022,20171106,22580,22580
110022,20171107,22559,22559
110022,20171108,22390,22390
110022,20171109,22540,22540
110022,20171110,23060,23060
110022,20171113,22970,22970
110022,20171114,22630,22630
110022,20171115,22759,22759
110022,20171116,23150,23150
110022,20171117,23090,23090
110022,20171120,23020,23020
110022,20171121,23480,23480
110022,20171122,23110,23110
110022,20171123,22190,22190
110022,20171124,22210,22210
110022,20171127,21910,21910
110022,20171128,22090,22090
110022,20171129,21620,21620
110022,20171130,21380,21380
110022,20171201,21370,21370
110022,20171204,21800,21800
110022,20171205,21940,21940
110022,20171206,21720,21720
110022,20171207,21300,21300
110022,20171208,21680,21680
110022,20171211,22480,22480
110022,20171212,22320,22320
110022,20171213,22850,22850
110022,20171214,22810,22810
110022,20171215,22590,22590
110022,20171218,22940,22940
110022,20171219,23140,23140
110022,20171220,23440,23440
110022,20171221,23560,23560
110022,20171222,23410,23410
110022,20171225,23490,23490
110022,20171226,23260,23260
110022,20171227,22799,22799
110022,20171228,23340,23340
110022,20171229,23310,23310
110022,20171231,23310,23310
110022,20180102,23420,23420
110022,20180103,23470,23470
110022,20180104,23849,23849
110022,20180105,23900,23900
110022,20180108,24110,24110
110022,20180109,24700,24700
110022,20180110,25050,25050
110022,20180111,24850,24850
110022,20180112,25270,25270
110022,20180115,25360,25360
110022,20180116,25400,25400
110022,20180117,24840,24840
110022,20180118,24870,24870
110022,20180119,24570,24570
110022,20180122,25540,25540
110022,20180123,25630,25630
110022,20180124,25310,25310
110022,20180125,25259,25259
110022,20180126,25450,25450
110022,20180129,24610,24610
110022,20180130,24450,24450
110022,20180131,24850,24850
110022,20180201,24610,24610
110022,20180202,24510,24510
110022,20180205,23790,23790
110022,20180206,23480,23480
110022,20180207,22650,22650
110022,20180208,22879,22879
110022,20180209,22420,22420
110022,20180212,23120,23120
110022,20180213,23330,23330
110022,20180214,23670,23670
110022,20180222,24280,24280
110022,20180223,24160,24160
110022,20180226,24230,24230
110022,20180227,23730,23730
110022,20180228,23410,23410
110022,20180301,23540,23540
110022,20180302,23580,23580
110022,20180305,23340,23340
110022,20180306,23390,23390
110022,20180307,23370,23370
110022,20180308,23900,23900
110022,20180309,24009,24009
110022,20180312,24020,24020
110022,20180313,23849,23849
110022,20180314,23929,23929
110022,20180315,24310,24310
110022,20180316,24009,24009
110022,20180319,24040,24040
110022,20180320,23849,23849
110022,20180321,23630,23630
110022,20180322,23080,23080
110022,20180323,22750,22750
110022,20180326,22519,22519
110022,20180327,22360,22360
110022,20180328,21560,21560
110022,20180329,22190,22190
110022,20180330,22140,22140
110022,20180402,21970,21970
110022,20180403,22030,22030
110022,20180404,22440,22440
110022,20180409,22220,22220
110022,20180410,22490,22490
110022,20180411,22570,22570
110022,20180412,22410,22410
110022,20180413,22180,22180
110022,20180416,21960,21960
110022,20180417,21690,21690
110022,20180418,21480,21480
110022,20180419,22100,22100
110022,20180420,21930,21930
110022,20180423,21970,21970
110022,20180424,22540,22540
110022,20180425,22630,22630
110022,20180426,21990,21990
110022,20180427,21760,21760
110022,20180502,22030,22030
110022,20180503,22360,22360
110022,20180504,22340,22340
110022,20180507,22990,22990
110022,20180508,23210,23210
110022,20180509,23210,23210
110022,20180510,23460,23460
110022,20180511,23260,23260
110022,20180514,23769,23769
110022,20180515,23840,23840
110022,20180516,23809,23809
110022,20180517,23380,23380
110022,20180518,23590,23590
110022,20180521,23530,23530
110022,20180522,23570,23570
110022,20180523,23180,23180
110022,20180524,22980,22980
110022,20180525,23090,23090
110022,20180528,23769,23769
110022,20180529,23540,23540
110022,20180530,23630,23630
110022,20180531,24390,24390
110022,20180601,24089,24089
110022,20180604,24730,24730
110022,20180605,25000,25000
110022,20180606,24940,24940
110022,20180607,24740,24740
110022,20180608,24670,24670
110022,20180611,24750,24750
110022,20180612,25550,25550
110022,20180613,25350,25350
110022,20180614,24980,24980
110022,20180615,24910,24910
110022,20180619,24049,24049
110022,20180620,24570,24570
110022,20180621,24420,24420
110022,20180622,24410,24410
110022,20180625,24430,24430
110022,20180626,24160,24160
110022,20180627,23390,23390
110022,20180628,22839,22839
110022,20180629,23520,23520
110022,20180630,23520,23520
110022,20180702,22940,22940
110022,20180703,22480,22480
110022,20180704,22150,22150
110022,20180705,22060,22060
110022,20180706,22230,22230
110022,20180709,22950,22950
110022,20180710,22930,22930
110022,20180711,22639,22639
110022,20180712,23140,23140
110022,20180713,23580,23580
110022,20180716,23560,23560
110022,20180717,23220,23220
110022,20180718,22980,22980
110022,20180719,22910,22910
110022,20180720,22930,22930
110022,20180723,22770,22770
110022,20180724,23400,23400
110022,20180725,23280,23280
110022,20180726,23020,23020
110022,20180727,22960,22960
110022,20180730,22710,22710
110022,20180731,22870,22870
110022,20180801,22340,22340
110022,20180802,21640,21640
110022,20180803,21020,21020
110022,20180806,20740,20740
110022,20180807,21250,21250
110022,20180808,20630,20630
110022,20180809,21210,21210
110022,20180810,21340,21340
110022,20180813,21170,21170
110022,20180814,21070,21070
110022,20180815,20490,20490
110022,20180816,20130,20130
110022,20180817,19790,19790
110022,20180820,19930,19930
110022,20180821,20570,20570
110022,20180822,20350,20350
110022,20180823,20370,20370
110022,20180824,20240,20240
110022,20180827,20970,20970
110022,20180828,20870,20870
110022,20180829,20720,20720
110022,20180830,20590,20590
110022,20180831,20150,20150
110022,20180903,20110,20110
110022,20180904,20240,20240
110022,20180905,19750,19750
110022,20180906,19450,19450
110022,20180907,19680,19680
110022,20180910,19540,19540
110022,20180911,19560,19560
110022,20180912,19240,19240
110022,20180913,19310,19310
110022,20180914,19540,19540
110022,20180917,19400,19400
110022,20180918,19830,19830
110022,20180919,20280,20280
110022,20180920,20310,20310
110022,20180921,20800,20800
110022,20180925,20670,20670
110022,20180926,21030,21030
110022,20180927,21050,21050
110022,20180928,21200,21200
110022,20181008,20179,20179
110022,20181009,20280,20280
110022,20181010,19820,19820
110022,20181011,19200,19200
110022,20181012,19580,19580
110022,20181015,19120,19120
110022,20181016,19020,19020
110022,20181017,19040,19040
110022,20181018,18630,18630
110022,20181019,19200,19200
110022,20181022,19990,19990
110022,20181023,19100,19100
110022,20181024,18810,18810
110022,20181025,18530,18530
110022,20181026,18300,18300
110022,20181029,17230,17230
110022,20181030,17130,17130
110022,20181031,17520,17520
110022,20181101,17810,17810
110022,20181102,18660,18660
110022,20181105,18420,18420
110022,20181106,18200,18200
110022,20181107,18200,18200
110022,20181108,18190,18190
110022,20181109,18020,18020
110022,20181112,18120,18120
110022,20181113,18460,18460
110022,20181114,18210,18210
110022,20181115,18290,18290
110022,20181116,18360,18360
110022,20181119,18510,18510
110022,20181120,18150,18150
110022,20181121,18240,18240
110022,20181122,18260,18260
110022,20181123,17940,17940
110022,20181126,17890,17890
110022,20181127,17810,17810
110022,20181128,18010,18010
110022,20181129,17940,17940
110022,20181130,18180,18180
110022,20181203,18870,18870
110022,20181204,18840,18840
110022,20181205,18880,18880
110022,20181206,18450,18450
110022,20181207,18380,18380
110022,20181210,18140,18140
110022,20181211,18220,18220
110022,20181212,18360,18360
110022,20181213,18840,18840
110022,20181214,18600,18600
110022,20181217,18490,18490
110022,20181218,18340,18340
110022,20181219,18110,18110
110022,20181220,18050,18050
110022,20181221,17830,17830
110022,20181224,17960,17960
110022,20181225,17900,17900
110022,20181226,17740,17740
110022,20181227,17670,17670
110022,20181228,17840,17840
110022,20181231,17840,17840
110022,20190102,17640,17640
110022,20190103,17360,17360
110022,20190104,17690,17690
110022,20190107,17780,17780
110022,20190108,17750,17750
110022,20190109,18140,18140
110022,20190110,18120,18120
110022,20190111,18340,18340
110022,20190114,18150,18150
110022,20190115,18870,18870
110022,20190116,18830,18830
110022,20190117,18740,18740
110022,20190118,19180,19180
110022,20190121,19360,19360
110022,20190122,19100,19100
110022,20190123,19180,19180
110022,20190124,19310,19310
110022,20190125,19440,19440
110022,20190128,19600,19600
110022,20190129,19800,19800
110022,20190130,19490,19490
110022,20190131,19770,19770
110022,20190201,19960,19960
110022,20190211,20690,20690
110022,20190212,20780,20780
110022,20190213,20970,20970
110022,20190214,21250,21250
110022,20190215,20850,20850
110022,20190218,21530,21530
110022,20190219,21480,21480
110022,20190220,21469,21469
110022,20190221,21360,21360
110022,20190222,21440,21440
110022,20190225,22150,22150
110022,20190226,21750,21750
110022,20190227,21850,21850
110022,20190228,21930,21930
110022,20190301,22570,22570
110022,20190304,22850,22850
110022,20190305,23010,23010
110022,20190306,22839,22839
110022,20190307,22240,22240
110022,20190308,21750,21750
110022,20190311,22310,22310
110022,20190312,22200,22200
110022,20190313,22220,22220
110022,20190314,22370,22370
110022,20190315,23020,23020
110022,20190318,24260,24260
110022,20190319,24140,24140
110022,20190320,24049,24049
110022,20190321,23840,23840
110022,20190322,24080,24080
110022,20190325,23510,23510
110022,20190326,23650,23650
110022,20190327,24129,24129
110022,20190328,24360,24360
110022,20190329,25270,25270
110022,20190401,25880,25880
110022,20190402,25590,25590
110022,20190403,25600,25600
110022,20190404,26180,26180
110022,20190408,26230,26230
110022,20190409,26780,26780
110022,20190410,27310,27310
110022,20190411,26300,26300
110022,20190412,26190,26190
110022,20190415,26140,26140
110022,20190416,26600,26600
110022,20190417,26790,26790
110022,20190418,27080,27080
110022,20190419,27470,27470
110022,20190422,26950,26950
110022,20190423,27140,27140
110022,20190424,27010,27010
110022,20190425,26469,26469
110022,20190426,26469,26469
110022,20190429,26680,26680
110022,20190430,26890,26890
110022,20190506,25259,25259
110022,20190507,25760,25760
110022,20190508,25660,25660
110022,20190509,25000,25000
110022,20190510,26020,26020
110022,20190513,25950,25950
110022,20190514,25750,25750
110022,20190515,26780,26780
110022,20190516,27110,27110
110022,20190517,26509,26509
110022,20190520,25990,25990
110022,20190521,26240,26240
110022,20190522,26120,26120
110022,20190523,25400,25400
110022,20190524,25630,25630
110022,20190527,25730,25730
110022,20190528,26020,26020
110022,20190529,25990,25990
110022,20190530,25780,25780
110022,20190531,25630,25630
110022,20190603,25640,25640
110022,20190604,25240,25240
110022,20190605,25210,25210
110022,20190606,25030,25030
110022,20190610,25379,25379
110022,20190611,26420,26420
110022,20190612,26200,26200
110022,20190613,26010,26010
110022,20190614,25850,25850
110022,20190617,25700,25700
110022,20190618,25750,25750
110022,20190619,26100,26100
110022,20190620,27060,27060
110022,20190621,27040,27040
110022,20190624,27340,27340
110022,20190625,27270,27270
110022,20190626,27220,27220
110022,20190627,27810,27810
110022,20190628,27890,27890
110022,20190630,27890,27890
110022,20190701,29040,29040
110022,20190702,29150,29150
110022,20190703,28590,28590
110022,20190704,28380,28380
110022,20190705,28950,28950
